houseValue,income,houseAge,rooms,bedrooms,population,households,latitude,longitude
500001,2.9107000,22,2170,593,850,520,34.0700000,-118.4000000
500001,3.3438000,36,1661,395,690,365,34.0600000,-118.3700000
500001,6.2344000,50,1509,291,690,259,34.0600000,-118.3800000
500001,8.0095000,52,1213,194,503,194,34.0600000,-118.3900000
500001,7.6771000,52,1311,217,578,205,34.0600000,-118.3800000
500001,3.8158000,43,1879,397,873,382,34.0600000,-118.3900000
500001,5.3316000,37,2975,705,1291,654,34.0600000,-118.3900000
500001,3.3295000,39,3299,831,1649,759,34.0600000,-118.3900000
500001,4.1455000,37,3781,873,1725,838,34.0600000,-118.4000000
500001,3.6964000,47,3652,967,1438,887,34.0600000,-118.4000000
500001,8.2961000,52,1871,326,646,284,34.0600000,-118.4000000
500001,6.6343000,52,2501,362,748,349,34.0600000,-118.4000000
500001,4.1411000,43,2665,556,1015,506,34.0600000,-118.4100000
500001,5.5321000,43,4994,1057,1830,969,34.0600000,-118.4100000
500001,3.9904000,47,2979,626,1076,571,34.0700000,-118.4100000
500001,9.3370000,52,204,34,1154,28,34.0600000,-118.4500000
500001,13.8556000,52,2416,291,810,270,34.0500000,-118.4900000
500001,13.3036000,50,2597,340,964,339,34.0400000,-118.4900000
500001,8.0257000,48,2381,345,859,306,34.0400000,-118.4900000
500001,15.0001000,52,3000,374,1143,375,34.0400000,-118.5000000
500001,8.3839000,52,2233,317,769,277,34.0400000,-118.5000000
500001,4.8125000,31,4066,951,1532,868,34.0400000,-118.4900000
435100,4.1827000,30,4061,927,1487,865,34.0300000,-118.4900000
500001,11.7045000,40,1382,167,483,178,34.0400000,-118.5100000
500001,7.8705000,52,1506,208,547,186,34.0300000,-118.5000000
500001,7.7572000,52,1711,245,671,242,34.0300000,-118.5000000
500001,6.4800000,44,2146,394,851,355,34.0300000,-118.5000000
500001,3.8571000,37,4072,905,1468,923,34.0300000,-118.5100000
500001,5.0867000,24,7418,1755,2713,1577,34.0200000,-118.5200000
436700,4.2520000,31,4949,1293,1985,1244,34.0300000,-118.4900000
383300,3.6451000,32,6365,1784,2767,1698,34.0300000,-118.5000000
483300,3.3266000,28,5109,1482,2313,1451,34.0200000,-118.5000000
291700,2.7750000,24,2924,1013,1492,943,34.0200000,-118.5000000
350000,2.9934000,35,2914,934,1334,870,34.0200000,-118.5000000
500001,3.1433000,25,2757,738,1014,633,34.0100000,-118.5200000
442100,4.5208000,32,3851,900,1456,836,34.0300000,-118.4900000
450000,3.6769000,31,3155,808,1208,745,34.0300000,-118.4900000
470800,4.1365000,27,4725,1185,1945,1177,34.0200000,-118.4900000
353600,2.8981000,32,1793,476,1143,448,34.0300000,-118.4800000
475000,2.9125000,28,2545,752,1548,679,34.0200000,-118.4900000
330000,3.1563000,29,2709,799,1238,793,34.0200000,-118.4900000
500001,8.9616000,47,1956,277,724,277,34.0400000,-118.4800000
500001,4.3158000,49,3780,741,1435,690,34.0400000,-118.4800000
500001,3.9659000,40,1395,285,610,262,34.0400000,-118.4800000
500001,3.6667000,36,2539,535,979,500,34.0400000,-118.4800000
350000,4.5160000,32,2909,748,1310,706,34.0400000,-118.4700000
347900,3.3889000,32,3024,784,1323,740,34.0300000,-118.4700000
381800,3.5076000,39,1530,401,1074,375,34.0300000,-118.4800000
290600,3.7381000,29,3287,882,1523,823,34.0300000,-118.4700000
340500,3.5987000,31,2642,681,1303,625,34.0300000,-118.4700000
310000,1.3333000,19,902,284,414,272,34.0300000,-118.4800000
375000,2.5261000,22,1249,483,1106,481,34.0200000,-118.4800000
375000,2.7072000,29,1585,542,1019,487,34.0200000,-118.4800000
366700,3.1635000,30,2075,687,1026,592,34.0200000,-118.4900000
327300,2.7500000,27,1965,631,1042,596,34.0300000,-118.4600000
325000,3.1250000,39,1244,283,886,284,34.0300000,-118.4600000
337500,2.2794000,52,523,124,317,130,34.0300000,-118.4600000
233300,2.6639000,29,2329,833,1953,800,34.0200000,-118.4600000
297500,2.3382000,38,2163,651,1759,584,34.0200000,-118.4700000
250000,2.6250000,11,72,16,150,20,34.0200000,-118.4800000
332500,2.0745000,35,3057,774,2223,732,34.0200000,-118.4700000
330800,2.2917000,30,2027,609,1425,562,34.0200000,-118.4800000
293800,2.7019000,25,1583,460,983,422,34.0200000,-118.4800000
450000,1.5132000,28,1394,582,716,543,34.0200000,-118.4900000
500001,1.9722000,28,651,252,333,174,34.0100000,-118.4900000
500001,2.3098000,52,1241,502,679,459,34.0000000,-118.5100000
381500,4.0893000,31,2851,804,1410,782,34.0100000,-118.4800000
370000,3.2061000,41,2584,743,1058,668,34.0000000,-118.4800000
425000,3.4852000,30,3078,954,1561,901,34.0100000,-118.4800000
500001,3.0369000,32,3407,1071,1463,986,34.0000000,-118.4900000
353800,4.4000000,31,1829,458,719,392,34.0100000,-118.4800000
384400,4.2813000,28,1259,302,668,280,34.0000000,-118.4700000
340500,3.1304000,42,1271,301,574,312,34.0000000,-118.4700000
450000,3.9722000,25,4149,1067,1749,1000,34.0000000,-118.4800000
500000,3.6121000,29,1727,479,741,431,34.0000000,-118.4800000
500001,2.6736000,52,1359,395,521,368,34.0000000,-118.4800000
500001,3.2609000,22,3484,975,1268,952,33.9900000,-118.5000000
444400,2.7254000,41,2136,549,986,557,34.0200000,-118.4700000
470800,4.7930000,44,2175,475,1019,448,34.0100000,-118.4700000
462900,4.4211000,41,2704,557,1047,478,34.0100000,-118.4700000
398300,3.7550000,40,2198,611,1023,567,34.0100000,-118.4800000
418200,2.5417000,41,752,201,482,207,34.0100000,-118.4700000
500001,4.0000000,48,1640,322,664,301,34.0100000,-118.4600000
500001,6.8901000,46,1379,239,688,269,34.0100000,-118.4600000
480100,6.1014000,44,2017,343,958,382,34.0100000,-118.4700000
461100,2.9167000,43,1160,304,393,250,34.0100000,-118.4700000
413000,3.7727000,27,1782,471,837,422,34.0100000,-118.4700000
421900,3.4583000,41,2956,700,1212,645,34.0200000,-118.4500000
493400,6.3521000,45,1230,201,565,219,34.0200000,-118.4500000
456200,3.0476000,45,3803,970,1690,871,34.0200000,-118.4600000
473000,6.0436000,46,2571,502,1225,501,34.0200000,-118.4600000
405400,5.2571000,39,3599,776,1569,763,34.0200000,-118.4600000
196400,2.1250000,39,213,44,138,52,34.0300000,-118.3700000
266400,3.9537000,44,1913,441,1295,432,34.0300000,-118.3800000
268600,3.9615000,45,2098,486,1343,481,34.0200000,-118.3800000
279400,3.5909000,38,2447,636,1312,574,34.0200000,-118.3900000
314500,3.4375000,45,1577,421,1042,375,34.0200000,-118.3900000
304100,4.7612000,18,9528,2075,3922,1920,34.0100000,-118.3800000
340600,2.3571000,25,1101,285,543,294,34.0100000,-118.3900000
322900,4.1296000,38,2521,647,1091,597,34.0200000,-118.3900000
355100,3.9688000,35,4424,918,2101,888,34.0100000,-118.3900000
356300,5.4035000,44,1494,262,618,266,34.0100000,-118.4000000
332800,4.6932000,40,593,137,371,132,34.0200000,-118.4000000
485700,5.2035000,40,1565,269,826,268,34.0000000,-118.3900000
369200,6.6030000,32,2612,418,1030,402,33.9900000,-118.3900000
314900,5.1322000,43,612,135,402,142,33.9900000,-118.3900000
339100,4.0560000,35,1465,386,1104,345,34.0000000,-118.3900000
329400,4.8500000,34,1816,335,872,339,34.0000000,-118.4000000
336000,5.4440000,37,1534,258,751,259,34.0000000,-118.4000000
328100,5.9632000,36,1280,240,704,217,33.9900000,-118.4000000
326700,5.4663000,36,1225,213,591,227,33.9900000,-118.4000000
344300,4.6687000,44,2122,385,1012,367,34.0000000,-118.4000000
351600,5.7405000,48,1427,253,693,268,34.0100000,-118.4000000
333500,4.5982000,44,2010,394,961,365,34.0100000,-118.4100000
331000,5.5284000,37,1426,259,689,261,34.0000000,-118.4100000
500001,5.3683000,26,2503,449,1218,426,34.0100000,-118.4100000
302500,4.7031000,43,2000,529,1290,514,34.0100000,-118.4100000
285300,2.8797000,33,3306,974,2475,924,34.0100000,-118.4100000
305000,2.9213000,42,1700,438,997,436,34.0100000,-118.4200000
271400,2.5500000,38,324,70,268,73,34.0000000,-118.4100000
329800,5.0357000,45,1807,355,883,371,34.0000000,-118.4200000
275000,3.9643000,46,105,20,69,19,34.0000000,-118.4100000
325000,3.2708000,33,1139,299,734,257,34.0000000,-118.4200000
314300,3.7614000,37,1340,358,1008,340,34.0000000,-118.4300000
323000,3.8021000,45,2092,451,1190,429,33.9900000,-118.4300000
275000,5.9641000,44,305,72,156,70,33.9900000,-118.4400000
500001,5.3359000,21,18132,5419,7431,4930,33.9800000,-118.4400000
228300,4.6277000,21,11308,3039,5127,2839,33.9900000,-118.3800000
439100,8.6718000,32,4018,564,1400,568,33.9900000,-118.3700000
313700,5.3194000,35,3702,648,1449,614,33.9900000,-118.3600000
397000,5.1695000,36,3228,543,1305,520,33.9900000,-118.3700000
500001,6.8112000,25,7105,1012,2519,1004,33.9800000,-118.3800000
492500,6.4310000,30,1879,226,740,266,34.0000000,-118.3500000
270400,5.3462000,46,3402,503,1389,504,34.0000000,-118.3500000
269100,5.0514000,48,2741,439,1115,459,33.9900000,-118.3500000
287100,4.1375000,43,2657,548,1145,524,33.9900000,-118.3600000
268900,4.6406000,45,2005,368,909,364,33.9900000,-118.3600000
222100,3.2021000,45,1764,401,679,334,33.9900000,-118.3500000
314900,5.0407000,44,3183,513,1183,473,34.0000000,-118.3400000
313300,5.8993000,49,2863,411,1108,406,34.0000000,-118.3400000
247600,4.2917000,52,1114,169,486,176,34.0000000,-118.3300000
296800,4.0000000,49,2465,372,1018,359,34.0000000,-118.3400000
179400,3.7344000,47,1107,199,437,178,33.9900000,-118.3400000
183000,3.8250000,48,1172,205,497,190,33.9900000,-118.3400000
372000,6.9390000,40,2894,395,1063,409,34.0000000,-118.3500000
472000,9.1232000,20,14291,1934,5452,1875,34.1300000,-118.6000000
500001,6.4018000,42,718,140,324,131,34.1200000,-118.5800000
407000,6.4504000,35,2396,472,1054,457,34.1100000,-118.5900000
438500,7.6091000,43,2228,438,960,395,34.0900000,-118.6000000
380000,6.9100000,40,866,181,399,176,34.0800000,-118.6000000
433300,4.6250000,16,319,59,149,64,34.0700000,-118.6000000
500001,9.7646000,23,204,40,117,41,34.0800000,-118.6900000
500001,10.0760000,12,2560,365,907,366,34.1000000,-118.6600000
448100,5.8735000,35,3795,690,1521,653,34.1100000,-118.6300000
500001,9.1228000,17,16544,2206,6214,2118,34.1600000,-118.6700000
500001,3.9934000,18,102,17,55,21,34.0800000,-118.6800000
500001,6.7273000,9,11251,1594,3029,1227,34.1300000,-118.6800000
500001,6.5571000,10,4355,716,2030,674,34.1300000,-118.7600000
377300,4.5333000,34,2255,402,857,317,34.1000000,-118.7500000
318500,5.4032000,7,23866,4407,9873,4012,34.1400000,-118.7200000
399200,8.0137000,9,30405,4093,12873,3931,34.1600000,-118.7800000
356700,6.8474000,9,1143,179,647,180,34.1500000,-118.8000000
346100,5.3749000,16,2950,387,1228,379,34.1700000,-118.7500000
500001,5.8788000,12,7508,1058,2484,965,34.1100000,-118.8400000
385500,6.9935000,22,11668,1730,4054,1671,34.1400000,-118.8200000
500001,5.8548000,7,3003,504,1143,466,34.1400000,-118.7900000
500001,7.9184000,19,3487,686,2782,584,34.0500000,-118.7400000
500001,8.0144000,16,1409,244,970,172,34.0700000,-118.8600000
500001,7.7848000,19,15990,2611,5175,2173,34.0200000,-118.8800000
500001,8.4476000,21,3837,578,1509,509,34.0400000,-118.8500000
500001,6.8300000,28,1343,215,487,199,34.0500000,-118.7800000
500001,8.8666000,25,4440,693,1560,636,34.0600000,-118.5800000
500001,8.4331000,36,2043,467,606,326,34.0200000,-118.6000000
500001,7.4001000,25,3546,584,1530,601,34.0600000,-118.6200000
500001,8.7364000,23,8798,1465,2750,1208,34.0200000,-118.6600000
106700,2.9541000,15,2981,625,1694,540,34.7100000,-117.7600000
115100,4.0020000,5,6739,1251,4614,1266,34.6300000,-117.8400000
120000,3.8803000,6,10263,1864,6163,1781,34.5800000,-117.7800000
123900,3.4600000,32,3511,646,1733,510,34.7100000,-117.9600000
104800,2.4348000,34,1218,285,797,248,34.7400000,-118.0900000
150000,2.5764000,14,2606,514,1228,512,34.7100000,-118.0600000
144000,4.0211000,4,23386,4171,10493,3671,34.6800000,-118.0900000
140100,5.3267000,6,7430,1184,3489,1115,34.6800000,-118.1100000
125700,4.6417000,17,2479,390,1219,363,34.6900000,-118.1200000
131500,4.6629000,12,5319,875,2439,779,34.6800000,-118.1200000
96800,2.7500000,34,2156,397,1269,388,34.6900000,-118.1300000
102600,4.0250000,28,718,124,347,121,34.6800000,-118.1300000
187500,2.6700000,33,873,177,425,142,34.6500000,-118.1000000
159400,2.4012000,5,5807,1182,2602,1007,34.7100000,-118.0900000
141100,4.9806000,5,10356,1647,4562,1427,34.7000000,-118.1000000
138500,2.8548000,6,4558,804,1543,563,34.7000000,-118.0900000
137500,2.4150000,16,3914,819,1524,795,34.7100000,-118.1000000
104000,2.5179000,26,4230,823,2789,793,34.7100000,-118.1200000
225000,1.1250000,46,40,10,14,7,34.7100000,-118.1200000
130000,4.3229000,7,4915,885,2833,874,34.7000000,-118.1200000
93800,1.1296000,34,1943,500,1078,446,34.7000000,-118.1300000
108800,3.6820000,32,3670,765,1986,673,34.6900000,-118.1300000
113500,3.7804000,27,3019,501,1580,523,34.6900000,-118.1200000
101100,2.4432000,31,2666,662,1337,602,34.6800000,-118.1400000
100300,3.4327000,35,2118,374,1108,360,34.6900000,-118.1400000
119600,4.2679000,33,2815,485,1447,489,34.6800000,-118.1400000
126500,4.5455000,25,1703,342,775,309,34.6800000,-118.1400000
85400,2.5902000,17,2994,832,1571,695,34.6800000,-118.1600000
107500,3.2500000,32,1300,234,712,249,34.6900000,-118.1500000
110900,3.7807000,9,4303,900,2240,861,34.6800000,-118.1600000
146900,3.5732000,5,12317,2953,6291,2654,34.6700000,-118.1500000
247200,4.6591000,20,1257,201,551,186,34.6500000,-118.1400000
118100,4.6250000,15,2181,361,1057,300,34.7200000,-118.1400000
117200,4.1719000,27,6007,998,2680,882,34.7100000,-118.1600000
101400,3.5625000,36,1338,250,709,250,34.7100000,-118.1500000
93000,2.8194000,33,2347,461,1482,374,34.7100000,-118.1400000
86900,1.1917000,32,1164,248,588,270,34.7100000,-118.1400000
97700,2.5278000,35,1503,309,842,300,34.7100000,-118.1500000
98400,2.0182000,36,1205,317,678,290,34.7000000,-118.1400000
102100,1.2532000,12,1984,614,1071,574,34.7000000,-118.1400000
116300,3.9615000,36,2696,454,1192,452,34.7000000,-118.1500000
127700,4.8787000,33,2918,494,1365,478,34.7000000,-118.1600000
126800,3.9028000,35,3114,583,1974,545,34.6900000,-118.1600000
100000,3.2699000,34,1439,327,708,298,34.6900000,-118.1400000
94900,2.1167000,48,1379,327,696,304,34.6900000,-118.1400000
163600,4.7875000,19,3430,601,1817,571,34.7600000,-118.2800000
146400,2.1979000,16,2035,370,704,330,34.7700000,-118.1900000
163400,4.8750000,5,9076,1503,7694,1278,34.6900000,-118.2000000
171900,4.1667000,12,4881,803,2188,724,34.6900000,-118.1700000
185600,6.6772000,13,5341,773,2288,724,34.6800000,-118.1700000
167900,5.0285000,8,11275,1822,5731,1692,34.6700000,-118.1900000
140300,4.5659000,5,8352,1555,3723,1389,34.6700000,-118.1700000
126800,3.9963000,33,1781,326,913,314,34.6500000,-118.1900000
173200,5.7049000,9,1561,253,731,233,34.6600000,-118.1700000
179700,4.3636000,28,2357,408,1162,384,34.6700000,-118.2200000
138200,3.6382000,25,2627,387,1059,338,34.6600000,-118.2300000
152400,4.9000000,17,3810,662,1867,586,34.6600000,-118.2200000
140100,3.0441000,17,4001,814,2313,756,34.6500000,-118.2100000
136300,3.5673000,17,1827,348,766,335,34.6500000,-118.2300000
185400,3.2125000,19,552,129,314,106,34.6800000,-118.2700000
218400,3.3173000,18,6893,1372,2837,1221,34.6500000,-118.2900000
264900,4.8409000,31,1398,273,884,299,34.6200000,-118.3200000
148900,4.3456000,18,1859,375,913,372,34.5800000,-118.3800000
156700,5.0839000,25,3080,587,1558,510,34.7300000,-118.6100000
151600,4.2941000,10,4122,814,2164,710,34.7000000,-118.4000000
137500,1.4091000,34,81,26,53,14,34.6300000,-117.9200000
125600,2.7396000,7,681,125,485,104,34.5900000,-117.9200000
132700,3.1946000,5,5613,1060,3569,999,34.5700000,-117.9300000
135800,3.9766000,8,3484,647,2169,619,34.5300000,-117.9000000
141000,3.8594000,10,2907,559,1681,531,34.5300000,-117.9600000
135700,4.0945000,13,2815,535,1492,491,34.5300000,-117.9800000
99200,1.9722000,31,1537,416,1239,397,34.6300000,-118.0900000
96900,2.1413000,38,248,55,261,53,34.6200000,-118.0200000
228100,4.1573000,19,3562,606,1677,578,34.6300000,-118.1800000
292200,7.1381000,7,2465,336,978,332,34.6100000,-118.1700000
204400,6.4865000,2,11008,1549,4098,1367,34.6000000,-118.1600000
94500,2.3958000,33,2189,497,1459,443,34.6000000,-118.1200000
111400,3.7344000,33,2111,429,1067,397,34.5900000,-118.1500000
154100,4.9904000,5,7294,1139,3123,930,34.6000000,-118.1600000
262100,4.7097000,12,2472,408,1048,380,34.5600000,-118.2100000
222400,5.3799000,4,14348,2145,5839,1806,34.6300000,-118.2200000
181100,5.9508000,16,2573,427,1273,426,34.6400000,-118.2100000
102600,2.0547000,13,2614,650,1949,537,34.5800000,-118.1200000
113500,3.7464000,29,2370,475,1746,483,34.5800000,-118.1300000
167600,3.7636000,6,9882,1892,4892,1621,34.5700000,-118.1400000
148500,3.9936000,5,6446,1154,3427,1104,34.5600000,-118.1200000
103500,3.2750000,32,1489,306,774,267,34.5800000,-118.1000000
106900,2.6658000,29,2843,603,1517,573,34.5800000,-118.1000000
138100,3.3086000,7,20377,4335,11973,3933,34.5700000,-118.1000000
142900,4.5266000,4,9761,1683,4970,1535,34.5700000,-118.0900000
146600,4.1719000,5,1113,186,631,168,34.5800000,-118.0800000
107400,4.0147000,34,3416,601,1929,567,34.5800000,-118.0700000
109300,3.8600000,36,1493,258,899,260,34.5800000,-118.0600000
116300,3.0101000,12,3851,857,2169,811,34.5800000,-118.0800000
145500,4.2329000,5,10264,1821,5871,1790,34.5600000,-118.0700000
137200,4.5615000,14,5144,887,2846,824,34.5600000,-118.0800000
154300,4.0729000,4,9849,1780,4546,1598,34.5800000,-118.0300000
151300,5.0830000,4,10655,1706,5391,1529,34.5700000,-118.0200000
137400,4.0710000,2,2701,530,1368,430,34.5500000,-118.0100000
141800,4.5237000,5,16181,2971,8152,2651,34.5500000,-118.0800000
239900,4.8667000,14,2798,459,1236,404,34.5100000,-118.0700000
225200,5.9507000,11,17339,2866,8721,2803,34.4300000,-118.3700000
500001,10.0285000,22,4443,560,1573,496,34.4100000,-118.4000000
333300,5.9171000,14,3490,592,1710,580,34.5200000,-118.3500000
311600,6.5538000,7,4524,735,2298,717,34.5200000,-118.2200000
340400,4.7778000,6,5813,908,2275,790,34.5000000,-118.2600000
294000,4.7437000,10,2184,405,1119,370,34.4600000,-118.2700000
319100,4.8295000,10,2726,465,1773,459,34.4400000,-118.1300000
150800,3.7043000,12,3449,598,1502,540,34.4900000,-117.8900000
159400,4.5769000,32,1896,342,806,299,34.4800000,-117.9600000
165000,3.2765000,18,2986,597,1355,472,34.4500000,-117.7900000
195300,4.5420000,12,25957,4798,10475,4490,34.4000000,-118.4600000
220200,6.0097000,25,1290,190,689,216,34.4500000,-118.5000000
251800,5.9263000,3,6577,1056,3032,1004,34.5200000,-118.5000000
187500,3.3750000,36,84,12,29,17,34.4700000,-118.4800000
239400,5.5061000,17,10267,1683,4956,1483,34.4600000,-118.5000000
185000,5.3209000,26,934,148,519,162,34.4400000,-118.5200000
233200,5.1163000,19,3013,507,1356,484,34.4400000,-118.5300000
185500,5.2374000,26,828,149,508,158,34.4500000,-118.5300000
217800,6.0398000,19,1285,195,650,193,34.4400000,-118.5300000
236200,6.1281000,5,15341,2527,7270,2320,34.4600000,-118.5200000
220100,5.5981000,10,5509,969,3002,959,34.4500000,-118.5300000
253700,6.1082000,15,8510,1258,3733,1233,34.4300000,-118.5100000
169500,4.7007000,25,2988,525,1884,513,34.4200000,-118.4600000
359000,8.1344000,5,1514,220,1355,215,34.5000000,-118.4400000
187900,4.6861000,16,13406,2574,7030,2440,34.4400000,-118.4500000
199600,5.4829000,15,8244,1409,4453,1357,34.4300000,-118.4900000
213400,4.4107000,23,4166,756,2082,743,34.4200000,-118.4900000
229000,5.0166000,21,1375,259,728,258,34.4200000,-118.4800000
238500,3.0380000,17,913,228,530,201,34.4200000,-118.4700000
183000,5.2887000,25,3223,524,1763,508,34.4200000,-118.4700000
218300,6.2971000,13,3600,580,1799,576,34.4200000,-118.4300000
194600,4.2037000,5,21113,4386,9842,3886,34.4300000,-118.4300000
237700,6.3277000,14,15348,2366,7087,2169,34.4400000,-118.5500000
450000,1.9667000,2,966,270,233,169,34.4200000,-118.5600000
167100,4.0579000,5,4028,896,2062,826,34.5900000,-118.6100000
236300,5.4284000,5,14275,2474,7158,2311,34.5300000,-118.7000000
155000,3.7750000,9,2356,469,1556,386,34.4300000,-118.6600000
154600,4.2391000,5,538,98,8733,105,34.4700000,-118.5900000
285200,5.0151000,4,1949,458,868,398,34.3100000,-118.6100000
228100,3.6625000,21,5477,1275,3384,1222,34.3900000,-118.5200000
